versie	schaal	type_resultaat	habitattype	sbzh	habitatsubtype	criterium	indicator	belang	n_obs	aandeel_gunstig	aandeel_gunstig_llci	aandeel_gunstig_ulci	beoordeling
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_huk	Vegetatie	bedekking sleutelsoorten	b	33	7.04	1.67	25.24	2
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_huk	Vegetatie	sleutelsoorten	b	33	12.18	4.44	29.26	2
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_huk	Verstoring	eutrofiëring	zb	33	36.54	21.53	54.71	2
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_huk	Verstoring	strooisellaag	b	33	100	100	100	1
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_huk	Verstoring	verbossing	b	33	85.25	68.19	93.97	3
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_huk	Verstoring	verbraming	b	33	97.43	83.55	99.65	1
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_huk	Verstoring	vergrassing inclusief vervilting	zb	33	92.96	74.76	98.33	3
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_huk	Verstoring	verruiging inclusief ruderalisering	zb	33	100	100	100	1
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_hus	Structuur	dominantie van één soort	b	33	38.86	22.76	57.82	2
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_hus	Structuur	verticale structuur	b	33	85.14	69.82	93.42	3
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_hus	Vegetatie	bedekking sleutelsoorten	b	33	9.9	3.65	24.18	2
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_hus	Vegetatie	sleutelsoorten	b	33	0	0	0	2
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_hus	Verstoring	eutrofiëring	zb	33	43.24	26.67	61.47	2
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_hus	Verstoring	strooisellaag	b	33	100	100	100	1
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_hus	Verstoring	verbossing	b	33	100	100	100	1
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_hus	Verstoring	verbraming	b	33	100	100	100	1
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_hus	Verstoring	vergrassing inclusief vervilting	zb	33	53.71	35.6	70.9	2
Versie 3	Vlaanderen	3	62	Binnen & Buiten	6510_hus	Verstoring	verruiging inclusief ruderalisering	zb	33	87.62	72.81	94.92	3
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso	Structuur	(korst)moslaag	b	56	28.33	17.83	41.88	2
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso	Structuur	dominantie van één soort	b	56	73.4	59.94	83.58	3
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	56	23.12	13.66	36.38	2
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso	Verstoring	invasieve exoten	zb	56	100	100	100	1
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso; 7140_oli	Vegetatie	sleutelsoorten	b	105	37.75	28.96	47.43	2
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	eutrofiëring	zb	105	88.64	79.45	94.03	1
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	strooisellaag	b	105	100	100	100	1
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	structuurschade	b	105	100	100	100	1
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	verbossing	zb	105	73.71	63.45	81.91	3
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	vergrassing	zb	105	81.46	73.27	87.57	3
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	vermossing	zb	105	100	100	100	1
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	verruiging	zb	105	86.24	77.4	91.99	1
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_oli	Structuur	veenmossen	zb	49	26.25	15.56	40.73	2
Versie 3	Vlaanderen	1	78	Binnen & Buiten	7140_oli	Vegetatie	bedekking sleutelsoorten	b	49	73.37	58.8	84.17	3
Versie 3	Vlaanderen	2	78	Binnen	7140_meso	Structuur	(korst)moslaag	b	51	29.41	18.28	43.69	2
Versie 3	Vlaanderen	2	78	Binnen	7140_meso	Structuur	dominantie van één soort	b	51	72.55	58.35	83.29	3
Versie 3	Vlaanderen	2	78	Binnen	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	51	23.53	13.63	37.5	2
Versie 3	Vlaanderen	2	78	Binnen	7140_meso	Verstoring	invasieve exoten	zb	51	100	100	100	1
Versie 3	Vlaanderen	2	78	Binnen	7140_meso; 7140_oli	Vegetatie	sleutelsoorten	b	99	40.59	31.24	50.68	2
Versie 3	Vlaanderen	2	78	Binnen	7140_meso; 7140_oli	Verstoring	eutrofiëring	zb	99	91.01	82.21	95.68	1
Versie 3	Vlaanderen	2	78	Binnen	7140_meso; 7140_oli	Verstoring	strooisellaag	b	99	100	100	100	1
Versie 3	Vlaanderen	2	78	Binnen	7140_meso; 7140_oli	Verstoring	structuurschade	b	99	100	100	100	1
Versie 3	Vlaanderen	2	78	Binnen	7140_meso; 7140_oli	Verstoring	verbossing	zb	99	76.42	66.19	84.29	3
Versie 3	Vlaanderen	2	78	Binnen	7140_meso; 7140_oli	Verstoring	vergrassing	zb	99	79.78	71.03	86.39	3
Versie 3	Vlaanderen	2	78	Binnen	7140_meso; 7140_oli	Verstoring	vermossing	zb	99	100	100	100	1
Versie 3	Vlaanderen	2	78	Binnen	7140_meso; 7140_oli	Verstoring	verruiging	zb	99	85	75.53	91.22	1
Versie 3	Vlaanderen	2	78	Binnen	7140_oli	Structuur	veenmossen	zb	48	25	14.48	39.63	2
Versie 3	Vlaanderen	2	78	Binnen	7140_oli	Vegetatie	bedekking sleutelsoorten	b	48	72.92	58.18	83.9	3
Versie 3	Vlaanderen	2	78	Buiten	7140_meso	Structuur	(korst)moslaag	b	5	20	2.54	70.59	2
Versie 3	Vlaanderen	2	78	Buiten	7140_meso	Structuur	dominantie van één soort	b	5	80	29.41	97.46	3
Versie 3	Vlaanderen	2	78	Buiten	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	5	20	2.54	70.59	2
Versie 3	Vlaanderen	2	78	Buiten	7140_meso	Verstoring	invasieve exoten	zb	5	100	100	100	1
Versie 3	Vlaanderen	2	78	Buiten	7140_meso; 7140_oli	Vegetatie	sleutelsoorten	b	6	6.42	0.77	37.85	2
Versie 3	Vlaanderen	2	78	Buiten	7140_meso; 7140_oli	Verstoring	eutrofiëring	zb	6	62.57	22.36	90.66	3
Versie 3	Vlaanderen	2	78	Buiten	7140_meso; 7140_oli	Verstoring	strooisellaag	b	6	100	100	100	1
Versie 3	Vlaanderen	2	78	Buiten	7140_meso; 7140_oli	Verstoring	structuurschade	b	6	100	100	100	1
Versie 3	Vlaanderen	2	78	Buiten	7140_meso; 7140_oli	Verstoring	verbossing	zb	6	43.85	12.6	80.89	3
Versie 3	Vlaanderen	2	78	Buiten	7140_meso; 7140_oli	Verstoring	vergrassing	zb	6	100	100	100	1
Versie 3	Vlaanderen	2	78	Buiten	7140_meso; 7140_oli	Verstoring	vermossing	zb	6	100	100	100	1
Versie 3	Vlaanderen	2	78	Buiten	7140_meso; 7140_oli	Verstoring	verruiging	zb	6	100	100	100	1
Versie 3	Vlaanderen	2	78	Buiten	7140_oli	Structuur	veenmossen	zb	1	100	NA	NA	3
Versie 3	Vlaanderen	2	78	Buiten	7140_oli	Vegetatie	bedekking sleutelsoorten	b	1	100	NA	NA	3
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_meso	Vegetatie	sleutelsoorten	b	56	12.15	5.82	23.64	2
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_meso	Verstoring	eutrofiëring	zb	56	83.26	70.56	91.17	3
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_meso	Verstoring	strooisellaag	b	56	100	100	100	1
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_meso	Verstoring	structuurschade	b	56	100	100	100	1
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_meso	Verstoring	verbossing	zb	56	67.08	53.46	78.33	3
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_meso	Verstoring	vergrassing	zb	56	93.06	82.65	97.42	1
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_meso	Verstoring	vermossing	zb	56	100	100	100	1
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_meso	Verstoring	verruiging	zb	56	82.64	70.36	90.52	3
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_oli	Vegetatie	sleutelsoorten	b	49	91.81	79.84	96.94	1
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_oli	Verstoring	eutrofiëring	zb	49	100	100	100	1
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_oli	Verstoring	strooisellaag	b	49	100	100	100	1
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_oli	Verstoring	structuurschade	b	49	100	100	100	1
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_oli	Verstoring	verbossing	zb	49	87.71	74.96	94.45	3
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_oli	Verstoring	vergrassing	zb	49	56.98	42.69	70.19	2
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_oli	Verstoring	vermossing	zb	49	100	100	100	1
Versie 3	Vlaanderen	3	78	Binnen & Buiten	7140_oli	Verstoring	verruiging	zb	49	93.85	82.32	98.04	1
