ID	record_id	plot_type	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid
10239793_2120_2019-10-24	IV2020031621034487	square	Structuur	horizontale structuur	fijnmazige afwisseling	0	Ja/nee	NA	NA
10239793_2120_2019-10-24	IV2020031621012941	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10291313_2120_2019-10-18	IV2020031719352910	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10291313_2120_2019-10-18	IV2020031719352910	square	Verstoring	exoten	bedekking overige exoten	0	Percentage	NA	%
10291313_2120_2019-10-18	IV2020031719305514	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10291313_2120_2019-10-18	IV2020031719352910	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	13.1673333333333	Percentage	NA	%
10291313_2120_2019-10-18	IV2020031719305514	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10291313_2120_2019-10-18	IV2020031719352910	square	Verstoring	vergrassing	bedekking vergrassing	23.3333333333334	Percentage	NA	%
10291313_2120_2019-10-18	IV2020031719352910	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10291313_2120_2019-10-18	IV2020031719352910	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10291313_2120_2019-10-18	IV2020031719305514	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10300977_2023-09-07	IV2023092116275524	square	Structuur	(korst)moslaag	bedekking alle mossen	16.6666666666667	Percentage	NA	%
10300977_2023-09-07	IV2023092116275524	square	Verstoring	exoten	bedekking overige exoten	7.77777777777779	Percentage	NA	%
10300977_2023-09-07	IV2023092116275524	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10300977_2023-09-07	IV2023092116275524	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	9.69287111111112	Percentage	NA	%
10300977_2023-09-07	IV2023092116275524	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10300977_2023-09-07	IV2023092116275524	square	Verstoring	vergrassing	bedekking vergrassing	13.8951111111111	Percentage	NA	%
10300977_2023-09-07	IV2023092116275524	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10300977_2023-09-07	IV2023092116275524	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10300977_2023-09-07	IV2023092116275524	circle	Structuur	dynamiek	spontane verstuiving aanwezig	0	Ja/nee	NA	NA
10300977_2120_2019-10-23	IV2020031607083552	square	Structuur	(korst)moslaag	bedekking alle mossen	16.6666666666667	Percentage	NA	%
10300977_2120_2019-10-23	IV2020031607083552	square	Verstoring	exoten	bedekking overige exoten	11.6666666666667	Percentage	NA	%
10300977_2120_2019-10-23	IV2020031606440525	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10300977_2120_2019-10-23	IV2020031607083552	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	9.78532666666667	Percentage	NA	%
10300977_2120_2019-10-23	IV2020031606440525	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10300977_2120_2019-10-23	IV2020031607083552	square	Verstoring	vergrassing	bedekking vergrassing	53.4766666666667	Percentage	NA	%
10300977_2120_2019-10-23	IV2020031607083552	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10300977_2120_2019-10-23	IV2020031607083552	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10300977_2120_2019-10-23	IV2020031606440525	circle	Structuur	dynamiek	spontane verstuiving aanwezig	0	Ja/nee	NA	NA
1030321_2022-09-28	IV2022092815443395	circle	Structuur	horizontale structuur	aantal struweelsoorten	4	Geheel getal	NA	NA
1030321_2022-09-28	IV2022092815443395	circle	Structuur	horizontale structuur	open plekken aanwezig	0.1	Percentage	NA	%
10323381_2023-06-16	IV2023090510342781	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10323381_2023-06-16	IV2023090510342781	square	Verstoring	exoten	bedekking overige exoten	5.2280701754386	Percentage	NA	%
10323381_2023-06-16	IV2023090510342781	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10323381_2023-06-16	IV2023090510342781	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	3.50877192982456	Percentage	NA	%
10323381_2023-06-16	IV2023090510342781	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10323381_2023-06-16	IV2023090510342781	square	Verstoring	vergrassing	bedekking vergrassing	12.280701754386	Percentage	NA	%
10323381_2023-06-16	IV2023090510342781	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10323381_2023-06-16	IV2023090510342781	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10323381_2023-06-16	IV2023090510342781	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10323381_2120_2019-10-17	IV2020031721311008	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10323381_2120_2019-10-17	IV2020031721311008	square	Verstoring	exoten	bedekking overige exoten	10	Percentage	NA	%
10323381_2120_2019-10-17	IV2020031721263370	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10323381_2120_2019-10-17	IV2020031721311008	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	0	Percentage	NA	%
10323381_2120_2019-10-17	IV2020031721263370	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10323381_2120_2019-10-17	IV2020031721311008	square	Verstoring	vergrassing	bedekking vergrassing	10	Percentage	NA	%
10323381_2120_2019-10-17	IV2020031721311008	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10323381_2120_2019-10-17	IV2020031721311008	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10323381_2120_2019-10-17	IV2020031721263370	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10333745_2023-08-31	IV2023090510342509	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10333745_2023-08-31	IV2023090510342509	square	Verstoring	exoten	bedekking overige exoten	5	Percentage	NA	%
10333745_2023-08-31	IV2023090510342509	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10333745_2023-08-31	IV2023090510342509	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	12.05696	Percentage	NA	%
10333745_2023-08-31	IV2023090510342509	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10333745_2023-08-31	IV2023090510342509	square	Verstoring	vergrassing	bedekking vergrassing	37.3635	Percentage	NA	%
10333745_2023-08-31	IV2023090510342509	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10333745_2023-08-31	IV2023090510342509	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10333745_2023-08-31	IV2023090510342509	circle	Structuur	dynamiek	spontane verstuiving aanwezig	0	Ja/nee	NA	NA
10333745_2120_2019-10-23	IV2020031007315831	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10333745_2120_2019-10-23	IV2020031007315831	square	Verstoring	exoten	bedekking overige exoten	4	Percentage	NA	%
10333745_2120_2019-10-23	IV2020031007173720	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10333745_2120_2019-10-23	IV2020031007315831	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	9.8408	Percentage	NA	%
10333745_2120_2019-10-23	IV2020031007173720	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10333745_2120_2019-10-23	IV2020031007315831	square	Verstoring	vergrassing	bedekking vergrassing	15.86	Percentage	NA	%
10333745_2120_2019-10-23	IV2020031007315831	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10333745_2120_2019-10-23	IV2020031007315831	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10333745_2120_2019-10-23	IV2020031007173720	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10342193_2120_2019-10-15	IV2020031623341355	square	Vegetatie	sleutelsoorten	aantal sleutelsoorten	0	Geheel getal	NA	NA
10342193_2120_2019-10-15	IV2020031623341355	square	Vegetatie	sleutelsoorten	aanwezigheid helm	0	Geheel getal	NA	NA
10342193_2120_2019-10-15	IV2020031623341355	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10342193_2120_2019-10-15	IV2020031623341355	square	Verstoring	exoten	bedekking overige exoten	0	Percentage	NA	%
10342193_2120_2019-10-15	IV2020031623314554	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10342193_2120_2019-10-15	IV2020031623341355	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	0	Percentage	NA	%
10342193_2120_2019-10-15	IV2020031623314554	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10342193_2120_2019-10-15	IV2020031623341355	square	Verstoring	vergrassing	bedekking vergrassing	0	Percentage	NA	%
10342193_2120_2019-10-15	IV2020031623341355	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10342193_2120_2019-10-15	IV2020031623341355	square	Structuur	horizontale structuur	fijnmazige afwisseling	0	Ja/nee	NA	NA
10342193_2120_2019-10-15	IV2020031623314554	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10350385_2023-08-22	IV2023090510341466	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10350385_2023-08-22	IV2023090510341466	square	Verstoring	exoten	bedekking overige exoten	1.53846153846154	Percentage	NA	%
10350385_2023-08-22	IV2023090510341466	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10350385_2023-08-22	IV2023090510341466	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	3.06153846153846	Percentage	NA	%
10350385_2023-08-22	IV2023090510341466	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10350385_2023-08-22	IV2023090510341466	square	Verstoring	vergrassing	bedekking vergrassing	17.8658461538462	Percentage	NA	%
10350385_2023-08-22	IV2023090510341466	square	Verstoring	verruiging	bedekking verruiging	92.3076923076923	Percentage	NA	%
10350385_2023-08-22	IV2023090510341466	square	Structuur	horizontale structuur	fijnmazige afwisseling	0	Ja/nee	NA	NA
10350385_2023-08-22	IV2023090510341466	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10350385_2120_2018-07-16	IV2019032208584087	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10350385_2120_2018-07-16	IV2019032208584087	square	Verstoring	exoten	bedekking overige exoten	0	Percentage	NA	%
10350385_2120_2018-07-16	IV2019032208302341	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10350385_2120_2018-07-16	IV2019032208584087	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	1.33333333333333	Percentage	NA	%
10350385_2120_2018-07-16	IV2019032208302341	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	5	Percentage	NA	%
10350385_2120_2018-07-16	IV2019032208584087	square	Verstoring	vergrassing	bedekking vergrassing	11.8009333333333	Percentage	NA	%
10350385_2120_2018-07-16	IV2019032208584087	square	Verstoring	verruiging	bedekking verruiging	93.3333333333333	Percentage	NA	%
10350385_2120_2018-07-16	IV2019032208584087	square	Structuur	horizontale structuur	fijnmazige afwisseling	0	Ja/nee	NA	NA
10350385_2120_2018-07-16	IV2019032208302341	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10353973_2120_2019-10-28	IV2020032310554905	square	Structuur	(korst)moslaag	bedekking alle mossen	10	Percentage	NA	%
10353973_2120_2019-10-28	IV2020032310554905	square	Verstoring	exoten	bedekking overige exoten	5.96	Percentage	NA	%
10353973_2120_2019-10-28	IV2020032310484895	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10353973_2120_2019-10-28	IV2020032310554905	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	4	Percentage	NA	%
10353973_2120_2019-10-28	IV2020032310484895	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10353973_2120_2019-10-28	IV2020032310554905	square	Verstoring	vergrassing	bedekking vergrassing	9.8408	Percentage	NA	%
10353973_2120_2019-10-28	IV2020032310554905	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10353973_2120_2019-10-28	IV2020032310554905	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10353973_2120_2019-10-28	IV2020032310484895	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
103601_2023-08-30	IV2023090510343845	square	Structuur	(korst)moslaag	bedekking alle mossen	0.793650793650794	Percentage	NA	%
103601_2023-08-30	IV2023090510343845	square	Verstoring	exoten	bedekking overige exoten	0	Percentage	NA	%
103601_2023-08-30	IV2023090510343845	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
103601_2023-08-30	IV2023090510343845	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	4.71444444444445	Percentage	NA	%
103601_2023-08-30	IV2023090510343845	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
103601_2023-08-30	IV2023090510343845	square	Verstoring	vergrassing	bedekking vergrassing	19.6280940901587	Percentage	NA	%
103601_2023-08-30	IV2023090510343845	square	Verstoring	verruiging	bedekking verruiging	1.58730158730159	Percentage	NA	%
103601_2023-08-30	IV2023090510343845	square	Structuur	horizontale structuur	fijnmazige afwisseling	0	Ja/nee	NA	NA
103601_2023-08-30	IV2023090510343845	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
103601_2120_2019-11-04	IV2020031521153338	circle	Structuur	horizontale structuur	aantal struweelsoorten	NA	Geheel getal	NA	NA
103601_2120_2019-11-04	IV2020031521211018	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
103601_2120_2019-11-04	IV2020031521211018	square	Verstoring	exoten	bedekking overige exoten	0	Percentage	NA	%
103601_2120_2019-11-04	IV2020031521153338	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
103601_2120_2019-11-04	IV2020031521211018	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	100	Percentage	NA	%
103601_2120_2019-11-04	IV2020031521153338	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
103601_2120_2019-11-04	IV2020031521211018	square	Verstoring	vergrassing	bedekking vergrassing	100	Percentage	NA	%
103601_2120_2019-11-04	IV2020031521211018	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
103601_2120_2019-11-04	IV2020031521211018	square	Structuur	horizontale structuur	fijnmazige afwisseling	0	Ja/nee	NA	NA
103601_2120_2019-11-04	IV2020031521153338	circle	Structuur	horizontale structuur	open plekken aanwezig	NA	Percentage	NA	%
103601_2120_2019-11-04	IV2020031521153338	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
1036081_2022-08-05	IV2022092721053845	circle	Structuur	horizontale structuur	aantal struweelsoorten	4	Geheel getal	NA	NA
1036081_2022-08-05	IV2022092721053845	circle	Structuur	horizontale structuur	open plekken aanwezig	37.5	Percentage	NA	%
1037749_2022-08-01	IV2022092721093614	circle	Structuur	horizontale structuur	aantal struweelsoorten	4	Geheel getal	NA	NA
1037749_2022-08-01	IV2022092721093614	circle	Structuur	horizontale structuur	open plekken aanwezig	0.1	Percentage	NA	%
1038513_2022-09-30	IV2022093016593381	circle	Structuur	horizontale structuur	aantal struweelsoorten	4	Geheel getal	NA	NA
1038513_2022-09-30	IV2022093016593381	circle	Structuur	horizontale structuur	open plekken aanwezig	15	Percentage	NA	%
10392753_2120_2019-10-31	IV2020031521461005	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10392753_2120_2019-10-31	IV2020031521461005	square	Verstoring	exoten	bedekking overige exoten	5	Percentage	NA	%
10392753_2120_2019-10-31	IV2020031521403397	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10392753_2120_2019-10-31	IV2020031521461005	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	71.2336928	Percentage	NA	%
10392753_2120_2019-10-31	IV2020031521403397	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10392753_2120_2019-10-31	IV2020031521461005	square	Verstoring	vergrassing	bedekking vergrassing	100	Percentage	NA	%
10392753_2120_2019-10-31	IV2020031521461005	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10392753_2120_2019-10-31	IV2020031521461005	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10392753_2120_2019-10-31	IV2020031521403397	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10398513_2120_2018-09-27	IV2019021913332143	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10398513_2120_2018-09-27	IV2019021913332143	square	Verstoring	exoten	bedekking overige exoten	6.66666666666667	Percentage	NA	%
10398513_2120_2018-09-27	IV2019021913152687	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10398513_2120_2018-09-27	IV2019021913332143	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	29.5023333333334	Percentage	NA	%
10398513_2120_2018-09-27	IV2019021913152687	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	30	Percentage	NA	%
10398513_2120_2018-09-27	IV2019021913332143	square	Verstoring	vergrassing	bedekking vergrassing	50.4942933333333	Percentage	NA	%
10398513_2120_2018-09-27	IV2019021913332143	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10398513_2120_2018-09-27	IV2019021913332143	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10398513_2120_2018-09-27	IV2019021913152687	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10399281_2120_2019-10-23	IV2020031607261542	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10399281_2120_2019-10-23	IV2020031607261542	square	Verstoring	exoten	bedekking overige exoten	0	Percentage	NA	%
10399281_2120_2019-10-23	IV2020031607155535	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10399281_2120_2019-10-23	IV2020031607261542	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	0	Percentage	NA	%
10399281_2120_2019-10-23	IV2020031607155535	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10399281_2120_2019-10-23	IV2020031607261542	square	Verstoring	vergrassing	bedekking vergrassing	10	Percentage	NA	%
10399281_2120_2019-10-23	IV2020031607261542	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10399281_2120_2019-10-23	IV2020031607261542	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10399281_2120_2019-10-23	IV2020031607155535	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10419637_2120_2019-10-16	IV2020031721445054	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10419637_2120_2019-10-16	IV2020031721445054	square	Verstoring	exoten	bedekking overige exoten	0	Percentage	NA	%
10419637_2120_2019-10-16	IV2020031721391174	circle	Verstoring	rijshout	bedekking rijshout	1	Percentage	NA	%
10419637_2120_2019-10-16	IV2020031721445054	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	0	Percentage	NA	%
10419637_2120_2019-10-16	IV2020031721391174	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10419637_2120_2019-10-16	IV2020031721445054	square	Verstoring	vergrassing	bedekking vergrassing	20	Percentage	NA	%
10419637_2120_2019-10-16	IV2020031721445054	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10419637_2120_2019-10-16	IV2020031721445054	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10419637_2120_2019-10-16	IV2020031721391174	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
1044273_2120_2018-07-23	IV2019022009260834	circle	Structuur	horizontale structuur	aantal struweelsoorten	NA	Geheel getal	NA	NA
1044273_2120_2018-07-23	IV2019022009260834	circle	Structuur	horizontale structuur	open plekken aanwezig	NA	Percentage	NA	%
10458289_2120_2019-11-04	IV2020031519312449	square	Structuur	(korst)moslaag	bedekking alle mossen	0	Percentage	NA	%
10458289_2120_2019-11-04	IV2020031519312449	square	Verstoring	exoten	bedekking overige exoten	3.33333333333333	Percentage	NA	%
10458289_2120_2019-11-04	IV2020031519301833	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10458289_2120_2019-11-04	IV2020031519312449	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	71.9733333333333	Percentage	NA	%
10458289_2120_2019-11-04	IV2020031519301833	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10458289_2120_2019-11-04	IV2020031519312449	square	Verstoring	vergrassing	bedekking vergrassing	33.3333333333333	Percentage	NA	%
10458289_2120_2019-11-04	IV2020031519312449	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10458289_2120_2019-11-04	IV2020031519312449	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10458289_2120_2019-11-04	IV2020031519301833	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10462645_2120_2019-10-17	IV2020031721133100	square	Structuur	(korst)moslaag	bedekking alle mossen	10.5263157894737	Percentage	NA	%
10462645_2120_2019-10-17	IV2020031721133100	square	Verstoring	exoten	bedekking overige exoten	0	Percentage	NA	%
10462645_2120_2019-10-17	IV2020031721123005	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10462645_2120_2019-10-17	IV2020031721133100	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	4.15810526315789	Percentage	NA	%
10462645_2120_2019-10-17	IV2020031721123005	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10462645_2120_2019-10-17	IV2020031721133100	square	Verstoring	vergrassing	bedekking vergrassing	3.13684210526316	Percentage	NA	%
10462645_2120_2019-10-17	IV2020031721133100	square	Verstoring	verruiging	bedekking verruiging	7.36842105263159	Percentage	NA	%
10462645_2120_2019-10-17	IV2020031721133100	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10462645_2120_2019-10-17	IV2020031721123005	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
1047861_2023-08-25	IV2023090510335618	square	Structuur	(korst)moslaag	bedekking alle mossen	3.2258064516129	Percentage	NA	%
1047861_2023-08-25	IV2023090510335618	square	Verstoring	exoten	bedekking overige exoten	3.2258064516129	Percentage	NA	%
1047861_2023-08-25	IV2023090510335618	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
1047861_2023-08-25	IV2023090510335618	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	88.4556116892903	Percentage	NA	%
1047861_2023-08-25	IV2023090510335618	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	5	Percentage	NA	%
1047861_2023-08-25	IV2023090510335618	square	Verstoring	vergrassing	bedekking vergrassing	76.4775351612903	Percentage	NA	%
1047861_2023-08-25	IV2023090510335618	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
1047861_2023-08-25	IV2023090510335618	square	Structuur	horizontale structuur	fijnmazige afwisseling	0	Ja/nee	NA	NA
1047861_2023-08-25	IV2023090510335618	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
1047861_2120_2019-10-28	IV2020032311330161	square	Structuur	(korst)moslaag	bedekking alle mossen	10	Percentage	NA	%
1047861_2120_2019-10-28	IV2020032311330161	square	Verstoring	exoten	bedekking overige exoten	10	Percentage	NA	%
1047861_2120_2019-10-28	IV2020032311244376	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
1047861_2120_2019-10-28	IV2020032311330161	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	87.2358400000001	Percentage	NA	%
1047861_2120_2019-10-28	IV2020032311244376	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	10	Percentage	NA	%
1047861_2120_2019-10-28	IV2020032311330161	square	Verstoring	vergrassing	bedekking vergrassing	68.6080000000001	Percentage	NA	%
1047861_2120_2019-10-28	IV2020032311330161	square	Verstoring	verruiging	bedekking verruiging	10	Percentage	NA	%
1047861_2120_2019-10-28	IV2020032311330161	square	Structuur	horizontale structuur	fijnmazige afwisseling	0	Ja/nee	NA	NA
1047861_2120_2019-10-28	IV2020032311244376	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
10517813_2120_2019-10-28	IV2020032308041552	square	Structuur	(korst)moslaag	bedekking alle mossen	8.33333333333333	Percentage	NA	%
10517813_2120_2019-10-28	IV2020032308041552	square	Verstoring	exoten	bedekking overige exoten	3.31666666666667	Percentage	NA	%
10517813_2120_2019-10-28	IV2020032307593888	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
10517813_2120_2019-10-28	IV2020032308041552	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	1.66666666666667	Percentage	NA	%
10517813_2120_2019-10-28	IV2020032307593888	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
10517813_2120_2019-10-28	IV2020032308041552	square	Verstoring	vergrassing	bedekking vergrassing	34.6666666666667	Percentage	NA	%
10517813_2120_2019-10-28	IV2020032308041552	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10517813_2120_2019-10-28	IV2020032308041552	square	Structuur	horizontale structuur	fijnmazige afwisseling	1	Ja/nee	NA	NA
10517813_2120_2019-10-28	IV2020032307593888	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
1053873_2023-09-12	IV2023092116275442	square	Structuur	(korst)moslaag	bedekking alle mossen	8.33333333333333	Percentage	NA	%
1053873_2023-09-12	IV2023092116275442	square	Verstoring	exoten	bedekking overige exoten	0	Percentage	NA	%
1053873_2023-09-12	IV2023092116275442	circle	Verstoring	rijshout	bedekking rijshout	0	Percentage	NA	%
1053873_2023-09-12	IV2023092116275442	square	Structuur	kruidlaag	bedekking soorten pionierduingrasland	51.5237469866667	Percentage	NA	%
1053873_2023-09-12	IV2023092116275442	circle	Verstoring	structuurverstoring	bedekking structuurverstoring	0	Percentage	NA	%
1053873_2023-09-12	IV2023092116275442	square	Verstoring	vergrassing	bedekking vergrassing	36.5066666666667	Percentage	NA	%
1053873_2023-09-12	IV2023092116275442	square	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
1053873_2023-09-12	IV2023092116275442	square	Structuur	horizontale structuur	fijnmazige afwisseling	0	Ja/nee	NA	NA
1053873_2023-09-12	IV2023092116275442	circle	Structuur	dynamiek	spontane verstuiving aanwezig	1	Ja/nee	NA	NA
1053873_2120_2019-10-31	IV2020031522110295	square	Structuur	(korst)moslaag	bedekking alle mossen	6.66666666666667	Percentage	NA	%
1053873_2120_2019-10-31	IV2020031522110295	square	Verstoring	exoten	bedekking overige exoten	13.3333333333333	Percentage	NA	%
