id	type_analysis	status	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind	index_mean_crit	doelbereik_mean_ind
3796785_2020-07-08	2190_mp	1	RapportageHR	0	60	0.1651	-0.2718	0.7778
380529_2020-07-20	2130_hd	0	RapportageHR	2	50	0.1738	-0.2175	0.6738
3807153_2120_2020-08-24	2120	1	RapportageHR	0	80	0.6	0.1667	0.8
3812913_2021-08-18	2170	0	RapportageHR	2	40	-0.0317	-0.3948	0.7435
385201_2020-07-16	2130_had	1	RapportageHR	0	75	0.5081	0.0217	0.7623
388405_2020-07-02	2160	1	RapportageHR	0	75	0.6	0.2	0.85
388913_2021-08-03	2120	1	RapportageHR	0	80	0.6538	0.2359	0.876
395957_2120_2020-09-29	2120	1	RapportageHR	0	80	0.5635	0.1701	0.8968
3963057_2020-08-21	2190_mp	1	RapportageHR	0	80	0.4007	-0.1246	0.8
396597_2020-07-06	2120	0	RapportageHR	1	80	0.5543	0.1388	0.8226
399281_2021-08-23	2120	0	RapportageHR	2	60	0.324	-0.0374	0.724
4013365_2021-08-12	2190_mp	1	RapportageHR	0	80	0.3937	-0.1289	0.8
402609_2021-08-24	2160	1	RapportageHR	0	80	0.4268	0.0891	0.84
405041_2021-08-20	2160	0	RapportageHR	1	40	0.0593	-0.3226	0.6593
413749_2180_2020-09-09	2180	0	RapportageHR	1	60	0.3143	-0.1132	0.7409
414897_1_2021-07-26	2190_mp	1	RapportageHR	0	80	0.3794	-0.0129	0.8667
415921_2021-08-25	2160	0	RapportageHR	0	40	-0.1325	-0.3403	0.7156
425269_2020-07-07	2120	1	RapportageHR	0	90	0.6635	0.2281	0.9
4255537_2020-08-13	2130_hd	1	RapportageHR	0	75	0.4763	0.036	0.7888
431281_2021-08-24	2120	0	RapportageHR	2	70	0.4602	0.3267	0.9046
435377_2023-08-21	2180	0	RapportageHR	1	60	0.1791	-0.0509	0.7395
435377_2024-09-12	2160	0	RapportageHR	0	40	0.0722	-0.3154	0.6722
438065_2021-08-03	2120	1	RapportageHR	0	80	0.4159	0.0385	0.8
4386609_2020-08-17	2130_hd	1	RapportageHR	0	75	0.3235	-0.1177	0.75
4543665_2024-09-17	2170	0	RapportageHR	1	40	0.0578	-0.3389	0.6578
454449_2021-08-03	2120	1	RapportageHR	0	90	0.7648	0.5725	0.9975
456817_2021-08-11	2120	0	RapportageHR	1	80	0.619	0.2127	0.8635
456881_2021-08-25	2160	1	RapportageHR	0	80	0.4668	0.1113	0.84
458037_2021-08-12	2190_mp	1	RapportageHR	0	80	0.3873	-0.133	0.8
4608177_2021-08-27	2190_mp	1	RapportageHR	0	80	0.3672	-0.0205	0.8667
461493_2021-08-09	2120	0	RapportageHR	1	90	0.7622	0.702	0.9902
470325_2180_2020-09-09	2180	0	RapportageHR	1	60	0.3343	-0.1021	0.7409
477809_2020-09-16	2130_had	1	RapportageHR	0	75	0.5428	0.0966	0.801
4779825_2021-08-13	2190_mp	1	RapportageHR	0	80	0.5297	-0.0439	0.8
4837553_2020-07-17	2130_had	1	RapportageHR	0	75	0.4686	0.046	0.8002
4877105_2023-09-07	2170	0	RapportageHR	1	60	0.5317	0.2074	0.9317
501937_2022-09-08	2180	0	RapportageHR	1	60	0.2006	-0.1758	0.7415
507697_2023-08-11	2120	0	RapportageHR	2	60	0.3106	-0.0474	0.7106
511793_2160_2020-09-28	2160	1	RapportageHR	0	60	0.28	-0.2	0.68
512177_2020-09-17	2180	0	RapportageHR	1	60	0.2108	-0.2566	0.6636
51313_2020-07-10	2120	0	RapportageHR	1	80	0.6112	0.2075	0.8529
513461_2021-08-10	2120	1	RapportageHR	0	100	0.8328	0.6219	1
514225_2021-08-19	2160	1	RapportageHR	0	60	0.0397	-0.3779	0.6397
514741_2021-08-09	2120	1	RapportageHR	0	90	0.5251	0.1319	0.9
517297_2022-08-31	2180	0	RapportageHR	1	60	0.1177	-0.085	0.6914
5297_2120_2020-08-27	2120	1	RapportageHR	0	90	0.7177	0.2757	0.9
530485_2022-08-04	2180	0	RapportageHR	2	20	-0.4427	-0.673	0.3573
532849_2021-08-11	2120	0	RapportageHR	2	60	0.1556	-0.1801	0.682
5461169_2024-09-04	2170	1	RapportageHR	0	80	0.5267	0.0792	0.8667
556341_2020-07-06	2160	1	RapportageHR	0	60	0.2941	-0.1766	0.6941
556849_2021-08-17	2160	0	RapportageHR	1	40	-0.0174	-0.4096	0.5826
562353_2020-09-22	2160	1	RapportageHR	0	60	0.0628	-0.3651	0.64
566449_2022-08-12	2180	1	RapportageHR	0	80	0.433	0.0624	0.8
567473_2180_2020-09-25	2180	0	RapportageHR	2	40	0.1214	-0.2129	0.7348
57521_2021-08-04	2130_had	1	RapportageHR	0	87.5	0.7186	0.5095	0.9375
581809_2021-08-04	2130_had	0	RapportageHR	1	50	0.2299	0.0297	0.8299
5838001_1_2021-09-07	2170	0	RapportageHR	1	40	0.0916	-0.3178	0.6916
595121_2022-10-12	2160	1	RapportageHR	0	60	0.4481	0.1024	0.8681
5959473_2020-08-13	2190_mp	1	RapportageHR	0	80	0.5555	0.0972	0.8667
6001841_1_2021-09-07	2170	0	RapportageHR	1	40	-0.0407	-0.4004	0.5993
606001_2021-08-20	2160	1	RapportageHR	0	60	0.28	-0.2	0.68
606261_2180_2020-09-07	2180	0	RapportageHR	1	60	0.1255	-0.347	0.625
6094133_2021-08-12	2190_mp	1	RapportageHR	0	80	0.4722	-0.0799	0.8
611505_2023-08-30	2120	1	RapportageHR	0	100	0.8016	0.595	1
61233_2020-08-13	2130_hd	1	RapportageHR	0	75	0.4753	0.0319	0.7862
6139697_2021-08-13	2190_mp	1	RapportageHR	0	80	0.5656	0.1035	0.8667
61877_2020-07-09	2120	0	RapportageHR	1	80	0.6157	0.2061	0.8549
627889_1_2024-07-03	2120	1	RapportageHR	0	100	0.7715	0.6434	1
627889_1_2024-07-03	2160	1	RapportageHR	0	75	0.5	-0.1429	0.75
627889_2022-09-15	2160	1	RapportageHR	0	75	0.55	0.1	0.8
6287153_2024-08-02	2170	1	RapportageHR	0	80	0.4402	0.0251	0.8667
634417_2021-08-16	2120	0	RapportageHR	2	70	0.4029	0.0249	0.8237
6389361_2021-08-11	2190_mp	1	RapportageHR	0	80	0.2995	-0.1878	0.8
648369_2180_2020-09-25	2180	0	RapportageHR	2	40	0.0184	-0.2423	0.6184
64949_2020-07-09	2160	1	RapportageHR	0	80	0.44	0.0667	0.84
651057_1_2023-08-22	2120	0	RapportageHR	2	80	0.5745	0.4289	0.9745
6579569_2021-08-11	2170	1	RapportageHR	0	80	0.5008	-0.062	0.8
661425_2120_2020-08-24	2120	0	RapportageHR	1	70	0.3592	-0.0043	0.7881
665653_2021-08-09	2160	1	RapportageHR	0	80	0.3742	0.0772	0.88
667185_2021-08-20	2160	0	RapportageHR	1	40	-0.1796	-0.5442	0.4204
67697_2020-07-10	2160	1	RapportageHR	0	80	0.4	0	0.8
678065_2021-08-25	2160	1	RapportageHR	0	60	0.24	-0.2222	0.68
6788273_1_2021-09-13	2170	1	RapportageHR	0	80	0.4818	-0.0739	0.8
693425_2022-10-11	2160	1	RapportageHR	0	80	0.4423	0.0706	0.84
7050417_2021-09-13	2170	1	RapportageHR	0	80	0.4761	0.1726	0.9333
7159093_2021-08-12	2190_mp	1	RapportageHR	0	80	0.4147	-0.1158	0.8
720689_2021-08-10	2160	1	RapportageHR	0	60	0.34	-0.1	0.74
7220533_2021-08-12	2190_mp	1	RapportageHR	0	60	0.1189	-0.3007	0.7333
726193_2022-09-13	2160	1	RapportageHR	0	75	0.7	0.4	0.95
730289_2022-10-06	2160	1	RapportageHR	0	75	0.575	0.1833	0.85
7335729_2023-11-03	2170	0	RapportageHR	1	40	0.102	-0.3112	0.702
7421237_2021-08-12	2190_mp	1	RapportageHR	0	80	0.4194	-0.1129	0.8
758961_2022-10-07	2160	1	RapportageHR	0	100	0.6268	0.378	1
764081_2022-09-08	2180	0	RapportageHR	1	40	0.0501	-0.2594	0.6501
776369_2022-09-30	2160	1	RapportageHR	0	60	0.2282	-0.0147	0.7556
782129_2020-07-30	2130_hd	1	RapportageHR	0	62.5	0.2603	-0.0368	0.8145
798257_2022-09-28	2160	1	RapportageHR	0	80	0.5126	0.1877	0.84
802609_2022-09-28	2160	0	RapportageHR	1	60	0.2685	0.0056	0.8085
811185_2020-07-17	2130_had	0	RapportageHR	1	62.5	0.4933	0.2311	0.885
81205_2020-09-10	2130_hd	1	RapportageHR	0	75	0.4792	-0.0139	0.75
817329_2022-09-28	2160	1	RapportageHR	0	60	0.2779	0.0237	0.8756
81973_2020-09-07	2130_hd	1	RapportageHR	0	75	0.5312	0.0625	0.7812
8207669_2021-08-12	2190_mp	0	RapportageHR	1	60	0.2325	-0.2297	0.786
823089_2022-08-05	2160	1	RapportageHR	0	80	0.4422	0.0703	0.8422
824497_2022-09-15	2160	0	RapportageHR	0	50	0.3806	0.1204	0.8805
828593_2022-09-16	2160	0	RapportageHR	0	50	0.1361	-0.1093	0.6361
854129_2022-09-21	2160	1	RapportageHR	0	80	0.6326	0.3877	0.96
8557745_2022-10-11	2130_hd	1	RapportageHR	0	62.5	0.322	-0.1115	0.697
8557745_2022-10-11	2160	1	RapportageHR	0	80	0.4668	0.1204	0.84
857265_2022-09-13	2120	0	RapportageHR	2	55.5556	0.2403	-0.0815	0.7524
857265_2022-09-13	2160	1	RapportageHR	0	75	0.55	-0.0286	0.8
861361_2022-09-09	2160	1	RapportageHR	0	75	0.55	0.1	0.8
862321_2024-08-19	2130_had	1	RapportageHR	0	75	0.4042	-0.0639	0.75
863793_2022-09-28	2160	1	RapportageHR	0	80	0.4326	0.1433	0.84
8754353_1_2021-09-03	2190_mp	1	RapportageHR	0	80	0.4041	-0.1225	0.8
877745_2022-10-12	2160	1	RapportageHR	0	60	0.3881	-0.0198	0.7881
88117_2020-09-15	2130_hd	0	RapportageHR	1	50	0.1165	-0.2557	0.7124
890033_2022-10-14	2160	1	RapportageHR	0	80	0.4423	0.0706	0.84
896561_2022-09-28	2160	1	RapportageHR	0	80	0.5068	0.178	0.88
913201_2022-08-05	2160	1	RapportageHR	0	80	0.5868	0.3113	0.96
913585_2020-07-17	2130_had	1	RapportageHR	0	75	0.4352	-0.0354	0.7558
91505_2020-07-20	2130_hd	0	RapportageHR	2	50	0.2028	-0.1915	0.7028
919665_2022-09-21	2160	1	RapportageHR	0	60	0.0735	-0.1072	0.6467
923569_2022-09-27	2160	1	RapportageHR	0	80	0.3587	0.0957	0.88
940085_2022-08-04	2180	0	RapportageHR	1	60	0.1944	-0.306	0.6274
945969_2022-09-27	2160	1	RapportageHR	0	80	0.4819	0.1366	0.88
959925_2022-08-01	2180	0	RapportageHR	1	60	0.2071	-0.3141	0.6138
96433_2021-08-23	2120	0	RapportageHR	3	40	0.0341	-0.232	0.6341
966833_2020-07-17	2130_had	0	RapportageHR	1	62.5	0.3135	-0.1111	0.6885
971953_2022-10-07	2160	1	RapportageHR	0	100	0.5468	0.3336	1
975025_2020-07-16	2130_had	0	RapportageHR	1	62.5	0.2208	-0.1679	0.7498
9760561_2021-08-13	2190_mp	1	RapportageHR	0	60	0.3239	-0.0476	0.8444
977713_2022-09-27	2160	1	RapportageHR	0	80	0.4668	0.1113	0.84
978737_2020-08-17	2130_hd	0	RapportageHR	1	50	0.1756	-0.2163	0.6756
992433_2022-10-05	2160	0	RapportageHR	0	50	0.1583	-0.0278	0.6583
999217_2024-09-10	2190_mp	1	RapportageHR	0	80	0.3709	-0.1432	0.8
bd_01_2022-06-30	2180	0	RapportageHR	1	40	-0.1595	-0.4195	0.5871
bd_02_2022-08-01	2180	0	RapportageHR	1	40	0.0064	-0.3675	0.6196
bd_03_2022-08-01	2180	0	RapportageHR	1	60	0.3206	-0.1249	0.7273
BD_06_2180_2020-09-28	2180	0	RapportageHR	2	40	0.0159	-0.4009	0.6292
bd_11_2021-08-10	2130_hd	0	RapportageHR	1	62.5	0.3571	-0.0952	0.7321
bd_13_2020-07-14	2160	1	RapportageHR	0	60	0.24	-0.2667	0.64
bd_14_2021-08-10	2130_hd	1	RapportageHR	0	75	0.4833	0.0222	0.775
ca_01_2020-07-17	2130_had	1	RapportageHR	0	75	0.5384	0.1212	0.8217
ca_02_2021-08-04	2130_had	1	RapportageHR	0	75	0.5295	0.0812	0.7962
ca_03_2021-08-04	2130_had	0	RapportageHR	1	75	0.5341	0.3992	0.933
Ca_04_2180_2020-09-17	2180	0	RapportageHR	1	60	0.2	-0.3333	0.6
ca_05_2021-08-04	2130_had	1	RapportageHR	0	75	0.4942	0.0772	0.8108
Ca_06_2180_2020-09-17	2180	0	RapportageHR	1	60	0.2438	-0.2383	0.6636
ca_07_2021-08-04	2130_had	0	RapportageHR	1	75	0.5644	0.3526	0.9509
ca_08_2020-07-17	2130_had	1	RapportageHR	0	87.5	0.6678	0.3745	0.9375
ca_09_2020-07-16	2130_had	1	RapportageHR	0	75	0.4833	0.061	0.8041
ca_10_2020-07-16	2130_had	1	RapportageHR	0	87.5	0.5648	0.2519	0.9062
ca_11_2020-07-16	2130_had	0	RapportageHR	1	62.5	0.5138	0.2425	0.8972
Ca_12_2020-09-17	2180	0	RapportageHR	1	60	0.2636	-0.2273	0.6636
ca_13_2020-07-16	2130_had	0	RapportageHR	1	62.5	0.4082	0.032	0.7832
ca_15_2021-08-04	2130_had	1	RapportageHR	0	75	0.5538	0.1242	0.8163
dh_02_2021-08-02	2130_had	1	RapportageHR	0	75	0.4783	-0.0046	0.7574
dh_03_2021-07-28	2130_had	1	RapportageHR	0	75	0.5734	0.1857	0.8526
dh_04_2021-08-02	2190_mp	1	RapportageHR	0	80	0.4003	-0.1248	0.8
dh_05_2021-08-02	2130_had	0	RapportageHR	1	62.5	0.4429	0.0792	0.8179
dh_06_2020-07-22	2130_had	1	RapportageHR	0	87.5	0.6734	0.419	0.9688
dh_07_2021-08-05	2130_had	1	RapportageHR	0	75	0.4964	0.0202	0.767
dh_10_2021-07-14	2130_had	1	RapportageHR	0	75	0.6898	0.3906	0.9481
dh_11_2021-08-05	2130_had	1	RapportageHR	0	87.5	0.6803	0.4439	0.9688
dh_12_2021-07-14	2130_had	1	RapportageHR	0	75	0.5568	0.1302	0.8193
dh_14_2021-07-14	2130_had	0	RapportageHR	1	62.5	0.4735	0.132	0.861
dh_16_2020-07-22	2190_mp	0	RapportageHR	1	60	0.2394	-0.2254	0.798
double_11923249_2018-07-16	2190_mp	1	RapportageHR	0	80	0.5571	0.0982	0.8667
double_358577_2021-08-23	2120	0	RapportageHR	1	70	0.2938	-0.053	0.7411
double_514225_2020-08-19	2160	1	RapportageHR	0	60	0.24	-0.2667	0.64
double_hs_04_2020-08-19	2160	1	RapportageHR	0	60	0.28	-0.2	0.68
double_hs_05_2020-08-19	2160	1	RapportageHR	0	60	0.24	-0.2667	0.64
double_hs_12_2020-08-19	2160	1	RapportageHR	0	80	0.4	0	0.8
double_hs_13_2020-08-19	2160	0	RapportageHR	0	40	-0.0555	-0.3864	0.5445
dp_08_2021-08-18	2130_hd	0	RapportageHR	1	62.5	0.3888	-0.0325	0.7762
dp_09_2021-08-18	2160	1	RapportageHR	0	80	0.5623	0.2706	0.96
dp_10_2021-08-17	2130_hd	1	RapportageHR	0	75	0.3062	-0.0875	0.7812
dp_11_2021-08-17	2130_hd	1	RapportageHR	0	75	0.6206	0.2411	0.8706
dp_13_2021-08-20	2130_hd	1	RapportageHR	0	75	0.5379	0.1536	0.8462
ha_02_2022-08-05	2180	0	RapportageHR	2	40	0.149	-0.1624	0.749
ha_14_2022-08-05	2180	0	RapportageHR	2	40	0.1193	-0.1789	0.7193
hb_01_2021-08-23	2160	0	RapportageHR	1	60	0.3083	0.0742	0.8356
hs_04_2021-08-19	2160	1	RapportageHR	0	60	0.2	-0.2444	0.68
hs_05_2021-08-19	2160	1	RapportageHR	0	60	0.34	-0.1	0.74
hs_08_2021-08-19	2130_hd	1	RapportageHR	0	87.5	0.7133	0.4598	0.9375
hs_09_2022-09-02	2180	0	RapportageHR	1	60	0.3648	-0.029	0.7915
hs_12_2021-08-19	2160	1	RapportageHR	0	80	0.4	0	0.8
hs_13_2021-08-19	2170	0	RapportageHR	1	20	-0.3759	-0.6099	0.4241
hs_17_2021-08-19	2130_hd	0	RapportageHR	2	50	0.2833	-0.0611	0.8083
ij_02_2020-07-28	2130_hd	0	RapportageHR	1	62.5	0.2698	-0.1498	0.6694
KD_05_2180_2020-09-21	2180	0	RapportageHR	1	60	0.2095	-0.034	0.7698
nd_03_2021-08-25	2160	1	RapportageHR	0	80	0.5068	0.178	0.88
nd_15_2021-08-25	2160	0	RapportageHR	0	40	0.0578	-0.3235	0.6578
ND_21_2020-09-07	2190_mp	1	RapportageHR	0	80	0.5065	-0.0584	0.8
ND_22_2020-09-08	2190_mp	1	RapportageHR	0	80	0.3494	-0.1566	0.8
OH_01_2180_2020-09-21	2180	0	RapportageHR	1	60	0.2288	-0.1255	0.7727
OH_02_2020-09-25	2180	0	RapportageHR	1	60	0.341	-0.0909	0.7477
OH_03_2020-09-25	2180	0	RapportageHR	1	60	0.2886	-0.12	0.7477
oh_08_2021-08-26	2160	1	RapportageHR	0	80	0.4468	0.1002	0.84
ov_91_2021-08-09	2130_hd	1	RapportageHR	0	87.5	0.632	0.3029	0.9062
Sb_06_2020-09-16	2130_had	1	RapportageHR	0	75	0.3873	-0.0587	0.7623
sc_03_2021-08-16	2160	1	RapportageHR	0	80	0.4622	0.1258	0.8822
SD_02_2020-09-28	2160	1	RapportageHR	0	60	0.24	-0.2667	0.64
sl_01_2020-07-23	2160	1	RapportageHR	0	80	0.48	0.1333	0.88
ty_01_2020-07-08	2160	1	RapportageHR	0	60	0.24	-0.2667	0.64
TY_18_2020-08-17	2130_hd	0	RapportageHR	1	62.5	0.3934	-0.0227	0.7684
TY_20_2020-08-13	2130_hd	1	RapportageHR	0	75	0.4847	0.0414	0.7887
unknown_2021-09-09	2170	0	RapportageHR	1	40	0.1742	-0.2661	0.7742
wn_05_2020-09-02	2170	1	RapportageHR	0	80	0.6537	0.2836	0.9333
wn_12_2021-07-15	2130_hd	1	RapportageHR	0	87.5	0.598	0.3071	0.9062
wn_15_2021-07-27	2130_hd	1	RapportageHR	0	75	0.5465	0.1375	0.8299
wn_17_2021-09-10	2170	0	RapportageHR	1	60	0.4166	0.0104	0.8564
WN_20_2020-08-27	2170	0	RapportageHR	1	60	0.4341	0.1463	0.9141
wn_21_2021-09-14	2170	0	RapportageHR	1	60	0.1631	-0.273	0.7004
wn_24_2021-09-08	2130_hd	1	RapportageHR	0	75	0.4738	0.0309	0.7862
WN_25_2020-08-27	2160	1	RapportageHR	0	60	0.42	0.0333	0.82
WN_27_2020-08-27	2170	1	RapportageHR	0	80	0.6	0	0.8
WN_29_2020-08-27	2160	1	RapportageHR	0	60	0.2119	-0.1934	0.72
wo_03_2021-08-24	2160	0	RapportageHR	0	40	0.0578	-0.3235	0.6578
WZ_03_2190_2020-09-02	2190_mp	1	RapportageHR	0	60	0.0506	-0.3434	0.7936
wz_08_2022-09-06	2180	0	RapportageHR	1	40	-0.3272	-0.3599	0.4332
wz_10_2020-06-16	2130_hd	1	RapportageHR	0	62.5	0.2905	-0.098	0.763
wz_11_2021-08-27	2170	0	RapportageHR	1	60	0.308	-0.1825	0.708
wz_13_2021-08-31	2190_mp	0	RapportageHR	1	60	0.2759	-0.0775	0.8548
WZ_21_2020-09-22	2130_hd	1	RapportageHR	0	75	0.2953	-0.1364	0.75
WZ_22_2020-09-22	2130_hd	1	RapportageHR	0	75	0.4405	-0.0363	0.7525
WZ_22_2020-09-22	2160	1	RapportageHR	0	75	0.55	0.1	0.8
WZ_23_2180_2020-09-22	2180	0	RapportageHR	2	40	-0.0405	-0.4392	0.5595
WZ_24_2160_2020-09-22	2160	0	RapportageHR	0	40	-0.0978	-0.4099	0.5022
wz_31_2024-09-03	2170	1	RapportageHR	0	80	0.5008	-0.062	0.8
wz_31_2024-09-03	2190_mp	1	RapportageHR	0	80	0.3451	-0.1593	0.8
zw_02_2020-07-02	2190_mp	1	RapportageHR	0	80	0.4294	-0.1066	0.8
ZW_04_2180_2020-09-01	2180	0	RapportageHR	2	40	0.109	-0.2484	0.709
ZW_05_2020-09-14	2160	1	RapportageHR	0	60	0.24	-0.2667	0.64
zw_08_2020-07-11	2190_mp	1	RapportageHR	0	80	0.4121	-0.1174	0.8
zw_10_2180_2020-09-10	2180	0	RapportageHR	1	60	0.2753	-0.1561	0.7219
zw_11_2022-08-02	2180	0	RapportageHR	1	60	0.3153	-0.1338	0.7219
zw_15_2021-08-05	2160	1	RapportageHR	0	60	0.24	-0.2667	0.64
zw_16_2021-08-05	2160	1	RapportageHR	0	80	0.4668	0.1113	0.84
ZW_17_2020-09-14	2180	0	RapportageHR	1	60	0.2753	-0.1561	0.7219
ZW_21_2020-09-10	2130_hd	0	RapportageHR	1	62.5	0.3898	-0.0284	0.7648
ZW_27_2160_2020-09-14	2160	1	RapportageHR	0	60	0.28	-0.2	0.68
zw_28_2022-08-04	2180	0	RapportageHR	1	60	-0.0327	-0.3272	0.7219
ZW_31_2020-09-04	2190_mp	0	RapportageHR	1	60	0.2293	-0.2317	0.798
ZW_95_2020-09-09	2130_hd	1	RapportageHR	0	75	0.4458	-0.0361	0.75
